transaction_id,timestamp,user_id,receiver_id,amount,transaction_type,location,device_type,is_rooted_device,network_type,time_of_day,is_fraud
102367,2025-06-22 18:03:39.890778,1157,5530,215.44,receive,Delhi,mobile,0,4G,evening,0
102368,2025-06-22 19:48:48.352270,1075,5661,2561.03,send,Ahmedabad,tablet,0,4G,evening,0
102369,2025-06-22 21:33:56.813762,1884,5988,393.54,merchant_payment,Pune,mobile,0,5G,evening,0
102370,2025-06-22 23:19:05.275255,1800,5739,1337.65,send,Delhi,mobile,0,5G,evening,0
102371,2025-06-23 01:04:13.736747,1130,5726,313.1,send,Pune,mobile,0,WiFi,night,0
102372,2025-06-23 02:49:22.198239,1687,5872,448.07,receive,Hyderabad,mobile,0,5G,night,0
102373,2025-06-23 04:34:30.659731,1974,5663,2937.33,receive,Hyderabad,mobile,0,4G,night,0
102374,2025-06-23 06:19:39.121224,1084,5192,763.19,merchant_payment,Ahmedabad,mobile,0,5G,morning,0
102375,2025-06-23 08:04:47.582716,1022,5963,349.03,receive,Hyderabad,mobile,0,4G,morning,0
102376,2025-06-23 09:49:56.044208,1459,5552,248.8,send,Pune,tablet,0,5G,morning,0
102377,2025-06-23 11:35:04.505701,1539,5242,272.63,send,Mumbai,mobile,0,4G,morning,0
102378,2025-06-23 13:20:12.967193,1707,5138,1705.41,merchant_payment,Chennai,mobile,0,4G,afternoon,0
102379,2025-06-23 15:05:21.428685,1849,5345,1059.44,send,Ahmedabad,mobile,0,4G,afternoon,0
102380,2025-06-23 16:50:29.890178,1382,5180,156.23,send,Hyderabad,mobile,0,WiFi,afternoon,0
102381,2025-06-23 18:35:38.351670,1748,5712,537.63,send,Chennai,mobile,0,5G,evening,0
102382,2025-06-23 20:20:46.813162,1440,5503,460.9,send,Delhi,mobile,0,WiFi,evening,0
102383,2025-06-23 22:05:55.274654,1604,5203,675.93,receive,Ahmedabad,mobile,0,4G,evening,0
102384,2025-06-23 23:51:03.736147,1989,5573,269.46,merchant_payment,Mumbai,mobile,0,WiFi,evening,0
102385,2025-06-24 01:36:12.197639,1021,5192,1477.06,merchant_payment,Delhi,mobile,0,4G,night,0
102386,2025-06-24 03:21:20.659131,1303,5005,492.09,merchant_payment,Chennai,mobile,0,5G,night,0
102387,2025-06-24 05:06:29.120624,1976,5890,715.83,send,Kolkata,mobile,0,4G,night,0
102388,2025-06-24 06:51:37.582116,1869,5237,224.82,receive,Pune,mobile,0,4G,morning,0
102389,2025-06-24 08:36:46.043608,1955,5693,236.44,send,Kolkata,mobile,0,WiFi,morning,0
102390,2025-06-24 10:21:54.505101,1084,5311,7026.97,send,Hyderabad,mobile,0,5G,morning,0
102391,2025-06-24 12:07:02.966593,1774,5549,2981.2,send,Kolkata,mobile,0,WiFi,afternoon,0
102392,2025-06-24 13:52:11.428085,1659,5056,459.58,send,Delhi,mobile,0,4G,afternoon,0
102393,2025-06-24 15:37:19.889577,1953,5443,2282.45,merchant_payment,Ahmedabad,mobile,0,5G,afternoon,0
102394,2025-06-24 17:22:28.351070,1453,5237,1656.96,merchant_payment,Pune,tablet,0,4G,afternoon,1
102395,2025-06-24 19:07:36.812562,1387,5870,263.69,merchant_payment,Kolkata,mobile,0,4G,evening,0
102396,2025-06-24 20:52:45.274054,1507,5861,238.67,merchant_payment,Bangalore,tablet,0,WiFi,evening,0
102397,2025-06-24 22:37:53.735547,1257,5197,961.68,send,Mumbai,mobile,0,5G,evening,0
102398,2025-06-25 00:23:02.197039,1570,5585,639.1,send,Chennai,mobile,0,WiFi,night,0
102399,2025-06-25 02:08:10.658531,1892,5571,329.64,send,Ahmedabad,mobile,0,4G,night,0
102400,2025-06-25 03:53:19.120024,1934,5752,1013.56,send,Pune,mobile,0,WiFi,night,0
102401,2025-06-25 05:38:27.581516,1527,5514,116.46,send,Ahmedabad,mobile,0,5G,night,0
102402,2025-06-25 07:23:36.043008,1162,5449,552.8,send,Hyderabad,tablet,0,5G,morning,0
102403,2025-06-25 09:08:44.504500,1957,5360,142.75,receive,Delhi,mobile,0,4G,morning,0
102404,2025-06-25 10:53:52.965993,1163,5700,147.53,merchant_payment,Mumbai,tablet,0,WiFi,morning,0
102405,2025-06-25 12:39:01.427485,1832,5819,243.04,merchant_payment,Hyderabad,mobile,0,WiFi,afternoon,1
102406,2025-06-25 14:24:09.888977,1793,5030,708.6,receive,Delhi,tablet,0,4G,afternoon,0
102407,2025-06-25 16:09:18.350470,1792,5779,250.83,receive,Kolkata,mobile,0,5G,afternoon,0
102408,2025-06-25 17:54:26.811962,1524,5988,145.75,receive,Pune,tablet,0,4G,afternoon,0
102409,2025-06-25 19:39:35.273454,1786,5108,794.13,merchant_payment,Chennai,mobile,0,5G,evening,0
102410,2025-06-25 21:24:43.734946,1271,5844,2192.39,send,Pune,mobile,0,WiFi,evening,0
102411,2025-06-25 23:09:52.196439,1492,5935,933.42,merchant_payment,Bangalore,mobile,0,4G,evening,0
102412,2025-06-26 00:55:00.657931,1208,5602,2986.32,receive,Ahmedabad,mobile,1,5G,night,0
102413,2025-06-26 02:40:09.119423,1539,5717,2016.62,send,Bangalore,mobile,0,4G,night,0
102414,2025-06-26 04:25:17.580916,1584,5891,302.65,send,Ahmedabad,mobile,0,5G,night,0
102415,2025-06-26 06:10:26.042408,1060,5968,927.19,send,Pune,mobile,0,WiFi,morning,0
102416,2025-06-26 07:55:34.503900,1430,5959,449.6,receive,Kolkata,mobile,0,4G,morning,0
102417,2025-06-26 09:40:42.965393,1985,5960,1425.25,merchant_payment,Chennai,mobile,0,4G,morning,0
102418,2025-06-26 11:25:51.426885,1657,5445,449.52,send,Mumbai,mobile,0,5G,morning,0
102419,2025-06-26 13:10:59.888377,1605,5893,223.92,send,Chennai,mobile,0,5G,afternoon,0
102420,2025-06-26 14:56:08.349869,1309,5438,1945.76,merchant_payment,Kolkata,mobile,0,4G,afternoon,0
102421,2025-06-26 16:41:16.811362,1520,5732,677.08,send,Delhi,mobile,0,4G,afternoon,0
102422,2025-06-26 18:26:25.272854,1591,5890,253.78,send,Pune,mobile,0,4G,evening,0
102423,2025-06-26 20:11:33.734346,1027,5606,299.25,send,Pune,mobile,0,4G,evening,0
102424,2025-06-26 21:56:42.195839,1686,5457,252.16,merchant_payment,Pune,mobile,0,5G,evening,0
102425,2025-06-26 23:41:50.657331,1562,5615,180.96,receive,Pune,mobile,0,4G,evening,0
102426,2025-06-27 01:26:59.118823,1199,5735,305.66,send,Mumbai,mobile,0,5G,night,0
102427,2025-06-27 03:12:07.580316,1387,5698,715.53,merchant_payment,Bangalore,tablet,0,4G,night,0
102428,2025-06-27 04:57:16.041808,1349,5981,525.35,merchant_payment,Kolkata,mobile,0,4G,night,1
102429,2025-06-27 06:42:24.503300,1960,5696,317.91,send,Delhi,mobile,0,4G,morning,0
102430,2025-06-27 08:27:32.964792,1940,5495,2198.45,merchant_payment,Kolkata,mobile,0,5G,morning,0
102431,2025-06-27 10:12:41.426285,1693,5674,65.98,send,Hyderabad,mobile,1,4G,morning,0
102432,2025-06-27 11:57:49.887777,1536,5247,669.24,merchant_payment,Hyderabad,mobile,0,WiFi,morning,0
102433,2025-06-27 13:42:58.349269,1828,5543,427.2,send,Hyderabad,mobile,0,4G,afternoon,0
102434,2025-06-27 15:28:06.810762,1378,5564,186.76,merchant_payment,Bangalore,mobile,0,4G,afternoon,0
102435,2025-06-27 17:13:15.272254,1899,5857,709.42,send,Chennai,mobile,0,5G,afternoon,1
102436,2025-06-27 18:58:23.733746,1916,5588,395.54,merchant_payment,Mumbai,tablet,0,4G,evening,1
102437,2025-06-27 20:43:32.195239,1558,5897,1714.84,send,Pune,mobile,0,WiFi,evening,0
102438,2025-06-27 22:28:40.656731,1527,5439,1173.87,receive,Bangalore,mobile,0,WiFi,evening,0
102439,2025-06-28 00:13:49.118223,1153,5278,3314.73,send,Ahmedabad,mobile,0,4G,night,0
102440,2025-06-28 01:58:57.579715,1734,5552,303.89,merchant_payment,Delhi,tablet,0,5G,night,0
102441,2025-06-28 03:44:06.041208,1206,5613,1991.32,merchant_payment,Delhi,mobile,0,5G,night,0
102442,2025-06-28 05:29:14.502700,1455,5111,153.57,send,Hyderabad,mobile,0,WiFi,night,0
102443,2025-06-28 07:14:22.964192,1273,5385,441.14,merchant_payment,Ahmedabad,mobile,0,4G,morning,0
102444,2025-06-28 08:59:31.425685,1894,5833,309.44,send,Mumbai,mobile,0,4G,morning,0
102445,2025-06-28 10:44:39.887177,1236,5761,900.05,merchant_payment,Hyderabad,mobile,0,5G,morning,0
102446,2025-06-28 12:29:48.348669,1852,5191,878.55,merchant_payment,Delhi,tablet,0,4G,afternoon,0
102447,2025-06-28 14:14:56.810162,1740,5490,200.21,send,Delhi,mobile,0,5G,afternoon,0
102448,2025-06-28 16:00:05.271654,1521,5694,951.65,merchant_payment,Pune,mobile,0,WiFi,afternoon,0
102449,2025-06-28 17:45:13.733146,1678,5426,336.81,send,Chennai,mobile,0,4G,afternoon,0
102450,2025-06-28 19:30:22.194638,1944,5405,217.72,send,Pune,mobile,0,WiFi,evening,0
102451,2025-06-28 21:15:30.656131,1956,5335,486.98,merchant_payment,Chennai,mobile,0,WiFi,evening,0
102452,2025-06-28 23:00:39.117623,1831,5209,112.52,merchant_payment,Pune,mobile,0,WiFi,evening,0
102453,2025-06-29 00:45:47.579115,1726,5022,1250.51,send,Chennai,mobile,0,5G,night,0
102454,2025-06-29 02:30:56.040608,1501,5678,466.09,send,Hyderabad,mobile,0,5G,night,0
102455,2025-06-29 04:16:04.502100,1117,5611,476.4,merchant_payment,Kolkata,mobile,0,4G,night,0
102456,2025-06-29 06:01:12.963592,1386,5208,451.62,send,Ahmedabad,mobile,0,WiFi,morning,0
102457,2025-06-29 07:46:21.425085,1344,5008,2557.67,merchant_payment,Mumbai,mobile,1,4G,morning,1
102458,2025-06-29 09:31:29.886577,1584,5702,2250.43,merchant_payment,Chennai,mobile,0,4G,morning,0
102459,2025-06-29 11:16:38.348069,1395,5687,1902.19,send,Bangalore,mobile,0,4G,morning,0
102460,2025-06-29 13:01:46.809561,1064,5785,452.58,send,Chennai,mobile,0,5G,afternoon,0
102461,2025-06-29 14:46:55.271054,1717,5529,161.48,receive,Hyderabad,tablet,0,4G,afternoon,0
102462,2025-06-29 16:32:03.732546,1721,5602,484.94,send,Mumbai,mobile,0,5G,afternoon,0
102463,2025-06-29 18:17:12.194038,1072,5653,674.79,merchant_payment,Chennai,mobile,0,5G,evening,0
102464,2025-06-29 20:02:20.655531,1789,5657,1110.55,merchant_payment,Pune,mobile,0,4G,evening,0
102465,2025-06-29 21:47:29.117023,1274,5166,672.62,receive,Mumbai,mobile,0,4G,evening,0
102466,2025-06-29 23:32:37.578515,1990,5849,176.53,send,Bangalore,mobile,1,4G,evening,1
102467,2025-06-30 01:17:46.040008,1320,5496,288.47,send,Delhi,mobile,0,4G,night,0
102468,2025-06-30 03:02:54.501500,1338,5590,263.45,merchant_payment,Pune,mobile,0,4G,night,0
102469,2025-06-30 04:48:02.962992,1366,5429,844.76,merchant_payment,Mumbai,mobile,0,4G,night,0
102470,2025-06-30 06:33:11.424484,1495,5774,865.75,merchant_payment,Kolkata,mobile,0,WiFi,morning,0
102471,2025-06-30 08:18:19.885977,1607,5163,986.96,send,Chennai,mobile,0,5G,morning,1
102472,2025-06-30 10:03:28.347469,1166,5366,665.83,merchant_payment,Pune,mobile,0,5G,morning,0
102473,2025-06-30 11:48:36.808961,1544,5526,62.85,send,Hyderabad,tablet,0,4G,morning,0
102474,2025-06-30 13:33:45.270454,1011,5239,87.72,merchant_payment,Kolkata,tablet,0,4G,afternoon,0
102475,2025-06-30 15:18:53.731946,1301,5072,428.3,merchant_payment,Ahmedabad,mobile,0,5G,afternoon,0
102476,2025-06-30 17:04:02.193438,1729,5445,543.53,merchant_payment,Ahmedabad,mobile,0,5G,afternoon,0
102477,2025-06-30 18:49:10.654930,1801,5655,1726.18,send,Kolkata,tablet,0,4G,evening,0
102478,2025-06-30 20:34:19.116423,1102,5822,532.61,receive,Hyderabad,mobile,0,4G,evening,0
102479,2025-06-30 22:19:27.577915,1425,5509,185.68,send,Hyderabad,mobile,0,WiFi,evening,0
102480,2025-07-01 00:04:36.039407,1392,5795,955.43,merchant_payment,Ahmedabad,mobile,0,4G,night,0
102481,2025-07-01 01:49:44.500900,1779,5269,484.32,send,Hyderabad,mobile,0,4G,night,0
102482,2025-07-01 03:34:52.962392,1214,5753,329.62,send,Kolkata,tablet,0,4G,night,0
102483,2025-07-01 05:20:01.423884,1691,5415,98.04,send,Mumbai,mobile,0,5G,night,0
102484,2025-07-01 07:05:09.885377,1088,5245,536.56,merchant_payment,Hyderabad,mobile,0,5G,morning,0
102485,2025-07-01 08:50:18.346869,1553,5675,619.44,receive,Delhi,mobile,0,4G,morning,0
102486,2025-07-01 10:35:26.808361,1401,5060,181.97,merchant_payment,Kolkata,tablet,0,4G,morning,0
102487,2025-07-01 12:20:35.269853,1588,5006,1037.28,merchant_payment,Kolkata,mobile,0,5G,afternoon,0
102488,2025-07-01 14:05:43.731346,1889,5709,948.42,merchant_payment,Kolkata,mobile,0,4G,afternoon,0
102489,2025-07-01 15:50:52.192838,1046,5982,517.45,send,Bangalore,mobile,0,4G,afternoon,0
102490,2025-07-01 17:36:00.654330,1672,5570,498.56,merchant_payment,Mumbai,tablet,0,4G,afternoon,0
102491,2025-07-01 19:21:09.115823,1463,5817,1269.07,receive,Mumbai,mobile,0,4G,evening,0
102492,2025-07-01 21:06:17.577315,1592,5407,711.61,send,Hyderabad,mobile,0,5G,evening,0
102493,2025-07-01 22:51:26.038807,1310,5217,244.14,send,Kolkata,mobile,0,5G,evening,1
102494,2025-07-02 00:36:34.500300,1086,5930,404.38,send,Pune,mobile,0,WiFi,night,0
102495,2025-07-02 02:21:42.961792,1092,5026,859.93,send,Kolkata,mobile,0,5G,night,0
102496,2025-07-02 04:06:51.423284,1660,5815,64.57,send,Hyderabad,mobile,0,WiFi,night,0
102497,2025-07-02 05:51:59.884776,1673,5005,194.12,send,Mumbai,mobile,0,WiFi,night,0
102498,2025-07-02 07:37:08.346269,1714,5986,974.71,receive,Ahmedabad,mobile,0,4G,morning,0
102499,2025-07-02 09:22:16.807761,1936,5532,1650.57,send,Hyderabad,mobile,0,4G,morning,0
102500,2025-07-02 11:07:25.269253,1928,5390,1367.92,send,Ahmedabad,mobile,0,5G,morning,0
102501,2025-07-02 12:52:33.730746,1242,5710,1203.87,merchant_payment,Hyderabad,mobile,0,5G,afternoon,0
102502,2025-07-02 14:37:42.192238,1865,5571,561.01,receive,Hyderabad,mobile,0,WiFi,afternoon,0
102503,2025-07-02 16:22:50.653730,1002,5448,176.11,send,Hyderabad,mobile,0,5G,afternoon,0
102504,2025-07-02 18:07:59.115223,1225,5754,404.79,receive,Hyderabad,mobile,0,5G,evening,0
102505,2025-07-02 19:53:07.576715,1801,5146,67.14,send,Chennai,mobile,0,4G,evening,0
102506,2025-07-02 21:38:16.038207,1745,5388,1809.23,send,Chennai,mobile,0,4G,evening,0
102507,2025-07-02 23:23:24.499699,1973,5785,217.65,send,Kolkata,mobile,0,WiFi,evening,0
102508,2025-07-03 01:08:32.961192,1926,5249,289.07,merchant_payment,Kolkata,mobile,0,WiFi,night,0
102509,2025-07-03 02:53:41.422684,1929,5526,1420.29,merchant_payment,Pune,mobile,0,4G,night,0
102510,2025-07-03 04:38:49.884176,1589,5462,98.04,merchant_payment,Pune,mobile,1,5G,night,0
102511,2025-07-03 06:23:58.345669,1116,5013,149.99,merchant_payment,Chennai,mobile,0,5G,morning,0
102512,2025-07-03 08:09:06.807161,1666,5903,644.18,merchant_payment,Mumbai,mobile,0,4G,morning,0
102513,2025-07-03 09:54:15.268653,1918,5384,829.13,merchant_payment,Bangalore,mobile,0,WiFi,morning,1
102514,2025-07-03 11:39:23.730146,1103,5556,458.66,merchant_payment,Mumbai,mobile,0,5G,morning,0
102515,2025-07-03 13:24:32.191638,1194,5887,473.86,send,Pune,mobile,0,4G,afternoon,0
102516,2025-07-03 15:09:40.653130,1166,5399,1751.76,send,Kolkata,mobile,0,4G,afternoon,0
102517,2025-07-03 16:54:49.114622,1871,5019,931.06,receive,Chennai,mobile,0,4G,afternoon,0
102518,2025-07-03 18:39:57.576115,1090,5575,813.36,receive,Mumbai,mobile,0,4G,evening,0
102519,2025-07-03 20:25:06.037607,1686,5491,1070.25,merchant_payment,Bangalore,tablet,0,4G,evening,0
102520,2025-07-03 22:10:14.499099,1122,5751,364.82,send,Ahmedabad,mobile,0,4G,evening,0
102521,2025-07-03 23:55:22.960592,1143,5419,4329.32,merchant_payment,Hyderabad,mobile,0,5G,evening,0
102522,2025-07-04 01:40:31.422084,1994,5337,49.03,receive,Delhi,tablet,0,5G,night,0
102523,2025-07-04 03:25:39.883576,1106,5419,2117.35,send,Chennai,mobile,0,5G,night,0
102524,2025-07-04 05:10:48.345069,1887,5915,1214.52,receive,Chennai,mobile,0,5G,night,0
102525,2025-07-04 06:55:56.806561,1428,5916,631.62,receive,Bangalore,mobile,0,WiFi,morning,0
102526,2025-07-04 08:41:05.268053,1305,5612,533.8,receive,Hyderabad,mobile,0,WiFi,morning,0
102527,2025-07-04 10:26:13.729545,1872,5675,421.76,receive,Hyderabad,mobile,0,4G,morning,0
102528,2025-07-04 12:11:22.191038,1971,5928,1485.41,send,Delhi,mobile,0,4G,afternoon,1
102529,2025-07-04 13:56:30.652530,1317,5122,473.49,receive,Ahmedabad,mobile,0,4G,afternoon,1
102530,2025-07-04 15:41:39.114022,1963,5432,237.96,receive,Hyderabad,mobile,0,5G,afternoon,0
102531,2025-07-04 17:26:47.575515,1635,5044,1214.37,receive,Ahmedabad,mobile,0,WiFi,afternoon,0
102532,2025-07-04 19:11:56.037007,1902,5872,2403.7,receive,Bangalore,mobile,0,5G,evening,0
102533,2025-07-04 20:57:04.498499,1009,5920,71.72,send,Ahmedabad,mobile,0,5G,evening,0
102534,2025-07-04 22:42:12.959992,1774,5317,5203.53,send,Kolkata,mobile,1,5G,evening,0
102535,2025-07-05 00:27:21.421484,1073,5381,174.73,send,Hyderabad,mobile,0,5G,night,0
102536,2025-07-05 02:12:29.882976,1359,5145,188.61,send,Kolkata,mobile,0,WiFi,night,1
102537,2025-07-05 03:57:38.344468,1223,5327,141.9,receive,Pune,mobile,0,WiFi,night,0
102538,2025-07-05 05:42:46.805961,1416,5363,493.17,merchant_payment,Pune,mobile,0,5G,night,1
102539,2025-07-05 07:27:55.267453,1553,5050,137.04,send,Kolkata,mobile,0,5G,morning,0
102540,2025-07-05 09:13:03.728945,1370,5065,154.74,send,Bangalore,tablet,0,4G,morning,0
102541,2025-07-05 10:58:12.190438,1716,5355,247.51,send,Chennai,mobile,0,4G,morning,0
102542,2025-07-05 12:43:20.651930,1264,5800,565.92,send,Chennai,mobile,0,4G,afternoon,0
102543,2025-07-05 14:28:29.113422,1840,5164,623.19,receive,Chennai,mobile,0,4G,afternoon,0
102544,2025-07-05 16:13:37.574914,1690,5141,1704.79,merchant_payment,Mumbai,mobile,0,WiFi,afternoon,0
102545,2025-07-05 17:58:46.036407,1860,5966,1665.95,merchant_payment,Chennai,mobile,0,4G,afternoon,0
102546,2025-07-05 19:43:54.497899,1318,5826,1372.8,send,Bangalore,mobile,0,4G,evening,0
102547,2025-07-05 21:29:02.959391,1084,5128,379.32,merchant_payment,Delhi,mobile,0,5G,evening,0
102548,2025-07-05 23:14:11.420884,1318,5398,78.16,send,Pune,mobile,0,5G,evening,0
102549,2025-07-06 00:59:19.882376,1111,5933,76.45,receive,Hyderabad,mobile,0,WiFi,night,1
102550,2025-07-06 02:44:28.343868,1251,5880,1363.39,merchant_payment,Chennai,mobile,0,4G,night,0
102551,2025-07-06 04:29:36.805361,1383,5463,1145.68,merchant_payment,Mumbai,mobile,0,WiFi,night,1
102552,2025-07-06 06:14:45.266853,1007,5751,265.95,send,Pune,mobile,0,4G,morning,0
102553,2025-07-06 07:59:53.728345,1459,5836,116.66,send,Ahmedabad,mobile,0,WiFi,morning,0
102554,2025-07-06 09:45:02.189837,1084,5808,172.92,receive,Pune,mobile,1,5G,morning,0
102555,2025-07-06 11:30:10.651330,1208,5187,586.81,send,Kolkata,tablet,0,5G,morning,0
102556,2025-07-06 13:15:19.112822,1900,5720,587.9,send,Mumbai,tablet,0,4G,afternoon,0
102557,2025-07-06 15:00:27.574314,1390,5732,1397.63,receive,Bangalore,mobile,0,5G,afternoon,0
102558,2025-07-06 16:45:36.035807,1314,5912,314.08,receive,Delhi,tablet,0,5G,afternoon,0
102559,2025-07-06 18:30:44.497299,1022,5190,386.05,merchant_payment,Chennai,mobile,0,4G,evening,0
102560,2025-07-06 20:15:52.958791,1410,5388,1518.26,send,Chennai,mobile,0,4G,evening,0
102561,2025-07-06 22:01:01.420284,1895,5429,58.84,merchant_payment,Mumbai,mobile,0,WiFi,evening,0
102562,2025-07-06 23:46:09.881776,1515,5858,676.85,send,Ahmedabad,mobile,0,5G,evening,0
102563,2025-07-07 01:31:18.343268,1127,5284,352.75,merchant_payment,Bangalore,tablet,0,WiFi,night,0
102564,2025-07-07 03:16:26.804760,1809,5864,1005.02,send,Mumbai,mobile,0,5G,night,1
102565,2025-07-07 05:01:35.266253,1700,5237,822.71,receive,Mumbai,mobile,0,4G,night,0
102566,2025-07-07 06:46:43.727745,1874,5194,245.6,merchant_payment,Delhi,mobile,0,4G,morning,0
102567,2025-07-07 08:31:52.189237,1014,5287,296.68,send,Bangalore,mobile,0,WiFi,morning,0
102568,2025-07-07 10:17:00.650730,1971,5771,49.3,send,Delhi,mobile,0,5G,morning,0
102569,2025-07-07 12:02:09.112222,1978,5758,1043.14,send,Bangalore,mobile,0,4G,afternoon,0
102570,2025-07-07 13:47:17.573714,1012,5136,626.27,send,Chennai,mobile,0,5G,afternoon,0
102571,2025-07-07 15:32:26.035207,1087,5792,1995.23,receive,Hyderabad,mobile,0,4G,afternoon,0
102572,2025-07-07 17:17:34.496699,1524,5783,330.5,send,Kolkata,mobile,0,WiFi,afternoon,0
102573,2025-07-07 19:02:42.958191,1909,5171,1229.47,merchant_payment,Hyderabad,mobile,0,4G,evening,0
102574,2025-07-07 20:47:51.419683,1537,5159,169.03,receive,Ahmedabad,mobile,0,4G,evening,0
102575,2025-07-07 22:32:59.881176,1301,5201,32.96,send,Ahmedabad,tablet,0,4G,evening,0
102576,2025-07-08 00:18:08.342668,1243,5487,448.31,merchant_payment,Pune,mobile,0,4G,night,0
102577,2025-07-08 02:03:16.804160,1122,5557,279.59,send,Bangalore,mobile,0,5G,night,0
102578,2025-07-08 03:48:25.265653,1147,5962,172.29,send,Hyderabad,mobile,0,5G,night,0
102579,2025-07-08 05:33:33.727145,1567,5776,1209.67,send,Mumbai,mobile,0,5G,night,1
102580,2025-07-08 07:18:42.188637,1750,5583,1649.53,receive,Chennai,mobile,0,5G,morning,0
102581,2025-07-08 09:03:50.650130,1356,5504,547.53,send,Ahmedabad,tablet,0,4G,morning,0
102582,2025-07-08 10:48:59.111622,1685,5876,410.54,receive,Kolkata,mobile,0,5G,morning,1
102583,2025-07-08 12:34:07.573114,1904,5371,524.64,send,Kolkata,tablet,0,WiFi,afternoon,0
102584,2025-07-08 14:19:16.034606,1733,5103,256.49,merchant_payment,Pune,tablet,0,4G,afternoon,0
102585,2025-07-08 16:04:24.496099,1631,5125,864.88,merchant_payment,Kolkata,mobile,0,4G,afternoon,0
102586,2025-07-08 17:49:32.957591,1309,5313,105.7,send,Chennai,mobile,0,5G,afternoon,0
102587,2025-07-08 19:34:41.419083,1695,5976,168.5,merchant_payment,Hyderabad,mobile,0,4G,evening,0
102588,2025-07-08 21:19:49.880576,1288,5995,223.35,receive,Kolkata,mobile,0,4G,evening,0
102589,2025-07-08 23:04:58.342068,1307,5798,846.71,send,Ahmedabad,mobile,0,5G,evening,0
102590,2025-07-09 00:50:06.803560,1812,5458,364.13,send,Kolkata,mobile,0,WiFi,night,0
102591,2025-07-09 02:35:15.265053,1594,5230,1920.6,send,Bangalore,mobile,0,5G,night,1
102592,2025-07-09 04:20:23.726545,1966,5658,1100.27,merchant_payment,Mumbai,mobile,0,5G,night,0
102593,2025-07-09 06:05:32.188037,1914,5882,221.16,receive,Bangalore,mobile,0,4G,morning,0
102594,2025-07-09 07:50:40.649529,1723,5197,928.4,send,Hyderabad,mobile,0,5G,morning,0
102595,2025-07-09 09:35:49.111022,1662,5885,327.6,send,Chennai,mobile,0,5G,morning,0
102596,2025-07-09 11:20:57.572514,1549,5733,790.91,receive,Chennai,mobile,0,5G,morning,0
102597,2025-07-09 13:06:06.034006,1352,5423,1154.9,receive,Bangalore,mobile,0,4G,afternoon,0
102598,2025-07-09 14:51:14.495499,1312,5572,1502.24,merchant_payment,Delhi,mobile,0,5G,afternoon,0
102599,2025-07-09 16:36:22.956991,1873,5610,603.06,merchant_payment,Bangalore,mobile,0,WiFi,afternoon,1
102600,2025-07-09 18:21:31.418483,1059,5171,2440.9,send,Ahmedabad,mobile,0,5G,evening,0
102601,2025-07-09 20:06:39.879975,1643,5382,766.1,send,Delhi,mobile,0,4G,evening,1
102602,2025-07-09 21:51:48.341468,1924,5173,564.0,send,Pune,mobile,0,4G,evening,0
102603,2025-07-09 23:36:56.802960,1714,5663,364.12,merchant_payment,Bangalore,mobile,0,4G,evening,0
102604,2025-07-10 01:22:05.264452,1755,5453,262.09,send,Delhi,mobile,0,4G,night,0
102605,2025-07-10 03:07:13.725945,1035,5350,749.86,send,Delhi,mobile,0,WiFi,night,0
102606,2025-07-10 04:52:22.187437,1445,5902,544.98,merchant_payment,Kolkata,mobile,0,5G,night,0
102607,2025-07-10 06:37:30.648929,1093,5952,639.59,send,Pune,tablet,0,5G,morning,0
102608,2025-07-10 08:22:39.110422,1950,5634,796.91,send,Kolkata,mobile,0,WiFi,morning,0
102609,2025-07-10 10:07:47.571914,1959,5494,636.89,receive,Delhi,mobile,0,4G,morning,0
102610,2025-07-10 11:52:56.033406,1207,5620,3689.68,send,Delhi,mobile,0,5G,morning,0
102611,2025-07-10 13:38:04.494898,1353,5004,290.63,send,Mumbai,mobile,0,4G,afternoon,0
102612,2025-07-10 15:23:12.956391,1903,5093,759.22,receive,Ahmedabad,mobile,0,4G,afternoon,0
102613,2025-07-10 17:08:21.417883,1332,5919,392.41,send,Delhi,mobile,0,4G,afternoon,0
102614,2025-07-10 18:53:29.879375,1817,5006,42.04,send,Ahmedabad,mobile,0,WiFi,evening,0
102615,2025-07-10 20:38:38.340868,1862,5288,406.07,merchant_payment,Kolkata,mobile,0,4G,evening,0
102616,2025-07-10 22:23:46.802360,1725,5618,193.16,send,Delhi,mobile,0,4G,evening,0
102617,2025-07-11 00:08:55.263852,1159,5146,460.9,merchant_payment,Chennai,mobile,0,5G,night,1
102618,2025-07-11 01:54:03.725345,1954,5783,479.91,send,Mumbai,mobile,1,4G,night,1
102619,2025-07-11 03:39:12.186837,1957,5424,724.41,receive,Delhi,tablet,0,4G,night,0
102620,2025-07-11 05:24:20.648329,1024,5890,289.98,send,Kolkata,mobile,0,5G,night,0
102621,2025-07-11 07:09:29.109821,1404,5608,328.62,send,Kolkata,mobile,0,4G,morning,0
102622,2025-07-11 08:54:37.571314,1805,5457,992.96,send,Hyderabad,mobile,0,WiFi,morning,0
102623,2025-07-11 10:39:46.032806,1516,5741,219.41,receive,Kolkata,mobile,0,5G,morning,1
102624,2025-07-11 12:24:54.494298,1732,5202,78.38,receive,Ahmedabad,mobile,0,4G,afternoon,0
102625,2025-07-11 14:10:02.955791,1364,5212,576.53,send,Mumbai,mobile,0,4G,afternoon,0
102626,2025-07-11 15:55:11.417283,1382,5006,1437.77,merchant_payment,Ahmedabad,mobile,0,5G,afternoon,0
